id_x,prenom,nom,poste,prix,points,minutes_jouees,buts,passes,clean_sheets,jaunes,rouges,bonus,influence,creativity,threat,forme,id_y,equipe,point_par_million,prochain_adversaire,domicile,fixture_difficulty
226,Trevoh,Chalobah,2,5.1,55,840,2,1,5,2,1,2,254.8,52.0,85.0,5.0,7,Chelsea,10.784313725490197,Burnley,False,3
258,Tyrick,Mitchell,2,5.0,55,990,1,0,5,2,0,5,238.0,160.7,81.0,5.0,8,Crystal Palace,11.0,Wolves,False,3
299,Iliman,Ndiaye,3,6.6,55,914,4,1,3,2,0,3,278.8,193.3,202.0,4.5,9,Everton,8.333333333333334,Man Utd,False,4
381,Mohamed,Salah,3,14.2,54,984,4,2,3,1,0,4,229.8,300.3,308.0,5.0,12,Liverpool,3.802816901408451,Nott'm Forest,True,2
1,David,Raya Martín,1,5.9,53,990,0,0,7,1,0,3,159.8,10.2,0.0,4.8,1,Arsenal,8.983050847457626,Spurs,True,1
205,Josh,Cullen,3,5.0,53,941,2,1,3,1,0,8,273.6,150.3,77.0,4.0,3,Burnley,10.6,Chelsea,True,4
469,Nick,Pope,1,5.2,52,976,0,1,5,1,0,3,284.6,0.0,0.0,2.8,15,Newcastle,10.0,Man City,True,2
36,Matty,Cash,2,4.6,52,966,2,0,4,3,0,5,233.6,139.2,57.0,5.8,2,Aston Villa,11.304347826086955,Leeds,False,3
236,Pedro,Lomba Neto,3,7.1,52,829,3,2,5,0,0,5,216.2,270.4,171.0,8.0,7,Chelsea,7.323943661971831,Burnley,False,3
261,Chris,Richards,2,4.5,52,990,0,0,5,0,0,0,262.2,49.3,42.0,4.8,8,Crystal Palace,11.555555555555555,Wolves,False,3
390,Ryan,Gravenberch,3,5.6,52,781,3,2,3,2,0,10,229.0,126.8,65.0,3.8,12,Liverpool,9.285714285714286,Nott'm Forest,True,2
668,Granit,Xhaka,3,5.1,52,990,1,3,4,4,0,4,300.4,244.6,37.0,5.0,17,Sunderland,10.19607843137255,Fulham,False,4
694,Nordi,Mukiele,2,4.2,51,810,1,1,3,1,0,5,234.2,74.9,61.0,6.0,17,Sunderland,12.142857142857142,Fulham,False,4
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,3,5.5,51,861,2,1,3,3,0,8,241.2,50.0,91.0,5.2,18,Spurs,9.272727272727272,Arsenal,False,3
411,Nico,O'Reilly,2,4.9,51,683,1,2,5,2,0,2,208.8,129.8,79.0,7.8,13,Man City,10.408163265306122,Newcastle,False,2
488,Bruno,Guimarães Rodriguez Moura,3,6.6,50,895,3,2,4,3,0,6,221.0,232.2,107.0,5.0,15,Newcastle,7.575757575757576,Man City,True,2
160,Yankuba,Minteh,3,6.0,50,949,1,5,3,0,0,3,193.0,245.8,248.0,4.8,6,Brighton,8.333333333333334,Brentford,True,3
449,Bruno,Borges Fernandes,3,8.9,50,980,2,3,1,2,0,8,313.0,413.3,194.0,5.5,14,Man Utd,5.617977528089887,Everton,True,3
283,Jean-Philippe,Mateta,4,8.1,50,959,6,0,6,2,0,6,271.8,67.5,413.0,7.5,8,Crystal Palace,6.172839506172839,Wolves,False,3
531,Daniel,Ballard,2,4.6,49,579,2,1,2,0,0,5,253.0,55.1,175.0,6.5,17,Sunderland,10.652173913043478,Fulham,False,4
224,Marc,Cucurella Saseta,2,6.1,49,896,0,2,5,2,0,5,202.0,211.7,72.0,5.5,7,Chelsea,8.032786885245901,Burnley,False,3
200,Jaidon,Anthony,3,5.6,49,886,4,1,3,3,0,5,235.6,159.7,204.0,2.0,3,Burnley,8.75,Chelsea,True,4
237,Enzo,Fernández,3,6.7,48,880,3,2,4,2,0,3,233.0,263.8,271.0,1.8,7,Chelsea,7.164179104477612,Burnley,False,3
476,Dan,Burn,2,5.2,48,972,0,1,5,3,1,4,177.2,48.6,43.0,1.2,15,Newcastle,9.23076923076923,Man City,True,2
26,Martín,Zubimendi Ibáñez,3,5.4,48,937,2,1,7,2,0,4,214.6,168.9,73.0,4.0,1,Arsenal,8.888888888888888,Spurs,True,1
84,Marcus,Tavernier,3,5.5,47,856,2,1,5,0,0,6,180.6,225.7,149.0,5.0,4,Bournemouth,8.545454545454545,West Ham,True,2
328,Ryan,Sessegnon,3,5.4,47,836,2,2,2,0,0,5,201.8,89.1,100.0,6.0,10,Fulham,8.703703703703702,Sunderland,True,3
457,Carlos Henrique,Casimiro,3,5.5,47,617,3,2,3,3,1,5,207.8,96.5,95.0,8.0,14,Man Utd,8.545454545454545,Everton,True,3
565,Guglielmo,Vicario,1,5.0,47,990,0,0,4,0,0,5,286.8,0.1,0.0,3.0,18,Spurs,9.4,Arsenal,False,3
267,Ismaïla,Sarr,3,6.7,46,792,3,1,5,1,0,6,185.6,105.5,175.0,2.5,8,Crystal Palace,6.865671641791044,Wolves,False,3
225,Reece,James,2,5.6,46,706,1,3,3,2,0,4,200.4,219.1,54.0,6.8,7,Chelsea,8.214285714285715,Burnley,False,3
568,Pedro,Porro Sauceda,2,5.5,46,863,0,2,4,1,0,2,179.2,207.8,25.0,4.0,18,Spurs,8.363636363636363,Arsenal,False,3
348,Joe,Rodon,2,4.1,46,990,2,0,2,0,0,5,298.0,30.6,126.0,4.0,11,Leeds,11.219512195121952,Aston Villa,True,3
384,Cody,Gakpo,3,7.5,46,829,3,2,3,0,0,2,195.8,293.1,273.0,3.2,12,Liverpool,6.133333333333334,Nott'm Forest,True,2
624,Jarrod,Bowen,4,7.7,46,990,3,1,1,0,0,9,224.6,196.3,274.0,2.8,19,West Ham,5.974025974025974,Bournemouth,False,4
253,Dean,Henderson,1,5.0,45,990,0,0,5,1,0,2,214.4,10.0,0.0,4.5,8,Crystal Palace,9.0,Wolves,False,3
407,Matheus,Nunes,2,5.3,45,693,1,2,3,1,0,4,178.4,87.9,26.0,6.0,13,Man City,8.49056603773585,Newcastle,False,2
74,Adrien,Truffert,2,4.5,45,962,0,1,4,2,0,6,207.8,156.6,31.0,3.2,4,Bournemouth,10.0,West Ham,True,2
612,Lucas,Tolentino Coelho de Lima,3,5.9,45,959,3,1,1,5,0,5,263.0,248.9,135.0,4.0,19,West Ham,7.627118644067796,Bournemouth,False,4
408,Rúben,dos Santos Gato Alves Dias,2,5.5,45,905,0,0,5,0,0,1,210.6,34.9,14.0,4.5,13,Man City,8.181818181818182,Newcastle,False,2
582,Mohammed,Kudus,3,6.5,45,875,1,5,4,3,0,4,206.4,264.1,192.0,1.5,18,Spurs,6.923076923076923,Arsenal,False,3
16,Bukayo,Saka,3,10.1,45,681,3,0,5,0,0,5,194.2,257.3,229.0,6.2,1,Arsenal,4.455445544554456,Spurs,True,1
683,Omar,Alderete,2,4.1,45,667,1,1,3,1,0,4,228.4,38.6,77.0,1.5,17,Sunderland,10.975609756097562,Fulham,False,4
178,Danny,Welbeck,4,6.5,45,709,6,0,2,2,0,6,226.4,114.1,190.0,6.8,6,Brighton,6.923076923076923,Brentford,True,3
597,Richarlison,de Andrade,4,6.4,44,631,4,2,2,2,0,7,191.4,65.6,253.0,3.0,18,Spurs,6.875,Arsenal,False,3
418,Jérémy,Doku,3,6.4,44,617,1,4,4,0,0,6,190.2,299.0,230.0,3.8,13,Man City,6.875,Newcastle,False,2
387,Dominik,Szoboszlai,3,6.6,44,990,1,1,3,4,0,7,254.8,295.8,120.0,4.2,12,Liverpool,6.666666666666667,Nott'm Forest,True,2
419,Jack,Grealish,3,6.8,43,826,1,4,3,3,0,7,244.6,317.5,244.0,1.5,9,Everton,6.323529411764706,Man Utd,False,4
291,James,Tarkowski,2,5.4,43,990,0,0,3,2,0,1,260.4,74.4,70.0,2.8,9,Everton,7.962962962962963,Man Utd,False,4
37,Lucas,Digne,2,4.5,42,817,0,3,4,2,0,0,161.4,181.5,58.0,5.2,2,Aston Villa,9.333333333333334,Leeds,False,3
287,Jordan,Pickford,1,5.5,42,990,0,0,3,0,0,3,282.2,0.1,0.0,3.0,9,Everton,7.636363636363637,Man Utd,False,4
302,Idrissa Gana,Gueye,3,5.4,42,949,2,0,3,0,0,3,174.4,107.1,110.0,4.5,9,Everton,7.777777777777778,Man Utd,False,4
303,James,Garner,3,5.0,42,990,1,1,3,4,0,5,239.4,196.5,95.0,2.2,9,Everton,8.4,Man Utd,False,4
350,Brenden,Aaronson,3,5.4,41,709,1,3,2,1,0,3,152.0,159.5,154.0,5.5,11,Leeds,7.592592592592592,Aston Villa,True,3
532,Trai,Hume,2,4.5,41,978,0,1,4,1,0,2,153.0,126.1,48.0,3.8,17,Sunderland,9.11111111111111,Fulham,False,4
560,Wilson,Isidor,4,5.6,41,670,4,0,3,0,0,7,137.6,13.8,228.0,3.2,17,Sunderland,7.321428571428572,Fulham,False,4
517,Elliot,Anderson,3,5.3,41,990,1,1,0,2,0,1,236.0,281.8,94.0,4.8,16,Nott'm Forest,7.735849056603774,Liverpool,False,4
266,Eberechi,Eze,3,7.6,41,700,1,3,6,0,0,3,127.0,104.9,202.0,4.8,1,Arsenal,5.394736842105264,Spurs,True,1
373,Virgil,van Dijk,2,5.9,41,990,0,0,3,2,0,4,317.2,45.8,62.0,3.0,12,Liverpool,6.949152542372881,Nott'm Forest,True,2
120,Kevin,Schade,3,7.0,40,920,3,2,2,4,0,2,190.8,152.0,251.0,5.5,5,Brentford,5.714285714285714,Brighton,False,3
714,Nick,Woltemade,4,7.4,40,613,4,1,4,0,0,6,151.8,64.4,166.0,4.0,15,Newcastle,5.405405405405405,Man City,True,2
67,Đorđe,Petrović,1,4.5,40,990,0,0,4,1,0,1,276.4,0.0,0.0,3.2,4,Bournemouth,8.88888888888889,West Ham,True,2
20,Leandro,Trossard,3,6.9,40,642,2,2,4,0,0,4,147.0,157.0,174.0,7.0,1,Arsenal,5.797101449275362,Spurs,True,1
151,Jan Paul,van Hecke,2,4.4,40,990,1,0,2,3,0,4,320.4,43.3,101.0,4.5,6,Brighton,9.09090909090909,Brentford,True,3
660,Anton,Stach,3,4.9,40,798,1,2,2,1,0,3,159.2,235.3,101.0,1.8,11,Leeds,8.16326530612245,Aston Villa,True,3
324,Alex,Iwobi,3,6.5,40,899,1,2,2,2,0,5,176.4,300.3,98.0,2.5,10,Fulham,6.153846153846154,Sunderland,True,3
32,Emiliano,Martínez Romero,1,5.0,40,810,0,0,3,1,0,3,179.8,3.0,0.0,6.2,2,Aston Villa,8.0,Leeds,False,3
515,Morgan,Gibbs-White,3,7.3,40,906,2,1,0,0,0,4,154.4,202.3,225.0,5.5,16,Nott'm Forest,5.47945205479452,Liverpool,False,4
50,Emiliano,Buendía Stati,3,5.3,39,435,3,2,2,2,0,7,180.6,112.7,111.0,5.5,2,Aston Villa,7.358490566037736,Leeds,False,3
661,Hugo,Ekitiké,4,8.6,39,630,3,1,3,0,0,7,155.6,82.8,136.0,1.5,12,Liverpool,4.534883720930233,Nott'm Forest,True,2
374,Ibrahima,Konaté,2,5.4,39,922,0,0,3,2,0,3,229.0,73.1,33.0,3.8,12,Liverpool,7.222222222222221,Nott'm Forest,True,2
6,William,Saliba,2,6.0,39,724,0,0,5,0,0,1,169.6,34.1,16.0,3.5,1,Arsenal,6.5,Spurs,True,1
228,Malo,Gusto,2,4.9,39,549,1,1,4,0,1,3,113.6,105.6,59.0,6.0,7,Chelsea,7.959183673469387,Burnley,False,3
83,Dango,Ouattara,3,6.0,39,640,2,2,2,2,0,4,108.6,60.2,250.0,5.0,5,Brentford,6.5,Brighton,False,3
436,Matthijs,de Ligt,2,5.0,39,990,1,0,1,0,0,5,242.8,44.5,81.0,3.2,14,Man Utd,7.8,Everton,True,3
317,Joachim,Andersen,2,4.5,39,851,0,0,2,0,0,2,232.6,31.3,47.0,2.5,10,Fulham,8.666666666666666,Sunderland,True,3
493,Sean,Longstaff,3,4.9,38,787,1,2,1,1,0,4,215.6,296.2,50.0,2.5,11,Leeds,7.755102040816326,Aston Villa,True,3
593,Pape Matar,Sarr,3,4.8,37,570,2,2,3,0,0,0,139.6,67.0,77.0,3.2,18,Spurs,7.708333333333334,Arsenal,False,3
220,Robert,Lynch Sánchez,1,4.8,37,904,0,0,5,1,1,1,158.4,20.0,0.0,4.5,7,Chelsea,7.708333333333334,Burnley,False,3
477,Tino,Livramento,2,4.9,37,526,0,1,5,0,0,3,71.4,56.3,16.0,0.0,15,Newcastle,7.551020408163264,Man City,True,2
452,Amad,Diallo,3,6.3,37,753,1,3,2,1,0,5,189.6,204.3,156.0,5.8,14,Man Utd,5.8730158730158735,Everton,True,3
666,Viktor,Gyökeres,4,8.9,37,801,4,0,5,1,0,4,158.6,106.9,312.0,2.8,1,Arsenal,4.157303370786517,Spurs,True,1
85,Tyler,Adams,3,5.0,37,953,1,1,4,4,0,1,203.8,61.0,88.0,4.8,4,Bournemouth,7.4,West Ham,True,2
489,Jacob,Murphy,3,6.1,36,566,2,1,4,0,0,2,141.8,110.3,223.0,4.8,15,Newcastle,5.901639344262295,Man City,True,2
90,Alex,Scott,3,5.0,36,727,1,1,4,1,0,2,136.6,111.4,52.0,3.0,4,Bournemouth,7.2,West Ham,True,2
192,Quilindschy,Hartman,2,4.0,36,977,0,4,2,1,0,0,242.4,176.3,36.0,3.8,3,Burnley,9.0,Chelsea,True,4
173,Mats,Wieffer,3,4.9,36,639,0,3,2,3,0,2,166.6,110.8,57.0,6.0,6,Brighton,7.346938775510203,Brentford,True,3
47,Morgan,Rogers,3,6.8,35,976,1,2,4,2,0,0,143.4,154.4,152.0,3.2,2,Aston Villa,5.147058823529412,Leeds,False,3
242,Kiernan,Dewsbury-Hall,3,4.9,35,885,1,2,3,5,0,4,144.6,271.1,86.0,3.8,9,Everton,7.142857142857142,Man Utd,False,4
585,Rodrigo,Bentancur,3,5.3,35,655,1,1,2,1,0,3,144.6,78.4,57.0,5.2,18,Spurs,6.60377358490566,Arsenal,False,3
470,Martin,Dúbravka,1,4.0,35,990,0,0,2,0,0,2,344.4,0.0,0.0,3.8,3,Burnley,8.75,Chelsea,True,4
648,Marshall,Munetsi,3,5.4,35,802,1,2,0,2,0,1,159.4,59.6,169.0,4.0,20,Wolves,6.481481481481481,Crystal Palace,True,4
329,Harry,Wilson,3,5.2,34,652,2,1,2,1,0,4,131.6,129.3,135.0,3.2,10,Fulham,6.538461538461538,Sunderland,True,3
110,Michael,Kayode,2,4.5,34,952,0,1,2,1,0,5,193.4,202.9,21.0,3.8,5,Brentford,7.555555555555555,Brighton,False,3
569,Cristian,Romero,2,5.0,34,747,0,1,3,4,0,3,178.0,30.2,73.0,0.5,18,Spurs,6.8,Arsenal,False,3
547,Enzo,Le Fée,3,4.9,34,692,1,1,2,1,0,3,160.0,147.9,49.0,3.5,17,Sunderland,6.938775510204081,Fulham,False,4
113,Sepp,van den Berg,2,4.5,34,990,0,0,2,0,0,0,224.6,16.1,148.0,3.5,5,Brentford,7.555555555555555,Brighton,False,3
553,Chemsdine,Talbi,3,5.0,34,587,1,2,4,0,0,2,83.6,90.7,78.0,3.5,17,Sunderland,6.8,Fulham,False,4
403,Joško,Gvardiol,2,5.8,34,609,0,1,3,0,0,3,133.0,47.4,33.0,2.5,13,Man City,5.862068965517242,Newcastle,False,2
314,Bernd,Leno,1,5.0,34,990,0,0,2,1,0,2,265.4,0.0,0.0,3.5,10,Fulham,6.8,Sunderland,True,3
427,Tijjani,Reijnders,3,5.5,34,757,1,2,3,2,0,2,139.4,164.2,163.0,0.8,13,Man City,6.181818181818182,Newcastle,False,2
442,Harry,Maguire,2,4.4,33,341,1,1,2,0,0,3,86.8,16.3,40.0,4.2,14,Man Utd,7.499999999999999,Everton,True,3
129,Yehor,Yarmoliuk,3,5.0,33,868,0,1,2,1,0,0,141.2,101.4,43.0,2.5,5,Brentford,6.6,Brighton,False,3
121,Mikkel,Damsgaard,3,5.8,33,715,1,1,2,0,0,3,161.4,239.4,86.0,3.5,5,Brentford,5.689655172413794,Brighton,False,3
38,Ezri,Konsa Ngoyo,2,4.4,33,875,0,0,4,0,1,0,178.2,27.4,33.0,4.2,2,Aston Villa,7.499999999999999,Leeds,False,3
491,Sandro,Tonali,3,5.4,32,869,0,1,5,0,0,1,154.8,220.8,92.0,2.2,15,Newcastle,5.925925925925926,Man City,True,2
106,Nathan,Collins,2,4.9,32,990,0,0,2,4,0,2,231.0,36.0,114.0,3.5,5,Brentford,6.530612244897958,Brighton,False,3
101,Caoimhín,Kelleher,1,4.5,32,990,0,0,2,1,0,0,211.2,10.0,0.0,2.8,5,Brentford,7.111111111111111,Brighton,False,3
676,Lesley,Ugochukwu,3,5.0,32,588,2,1,2,0,1,3,129.2,31.4,90.0,4.8,3,Burnley,6.4,Chelsea,True,4
669,Dan,Ndoye,3,5.7,32,755,1,2,0,1,0,4,116.4,121.2,106.0,2.0,16,Nott'm Forest,5.614035087719298,Liverpool,False,4
53,Donyell,Malen,3,5.1,32,332,3,0,0,0,0,3,113.6,47.2,126.0,2.5,2,Aston Villa,6.274509803921569,Leeds,False,3
271,Daichi,Kamada,3,5.0,32,758,0,2,4,0,0,0,80.8,111.7,58.0,3.0,8,Crystal Palace,6.4,Wolves,False,3
573,Djed,Spence,2,4.5,31,758,0,0,4,2,0,0,92.0,56.5,34.0,2.5,18,Spurs,6.888888888888889,Arsenal,False,3
681,Benjamin,Sesko,4,7.3,31,616,2,1,1,1,0,5,122.6,97.8,221.0,2.0,14,Man Utd,4.2465753424657535,Everton,True,3
414,Phil,Foden,3,8.0,31,711,1,1,5,3,0,2,141.6,352.1,103.0,2.8,13,Man City,3.875,Newcastle,False,2
475,Sven,Botman,2,4.9,31,642,0,0,3,0,0,4,159.4,35.0,43.0,1.2,15,Newcastle,6.326530612244897,Man City,True,2
736,Gianluigi,Donnarumma,1,5.7,31,720,0,0,4,2,0,0,100.4,0.0,0.0,4.0,13,Man City,5.43859649122807,Newcastle,False,2
603,El Hadji Malick,Diouf,2,4.3,31,945,0,4,1,1,0,1,205.4,137.0,43.0,1.2,19,West Ham,7.209302325581396,Bournemouth,False,4
685,Bafodé,Diakité,2,4.5,30,720,0,0,3,1,0,2,161.4,38.3,12.0,1.0,4,Bournemouth,6.666666666666667,West Ham,True,2
54,John,McGinn,3,5.4,30,837,1,0,5,1,0,0,135.6,208.8,68.0,2.2,2,Aston Villa,5.555555555555555,Leeds,False,3
158,Georginio,Rutter,3,5.7,30,678,0,3,4,2,0,1,97.6,112.4,101.0,3.5,6,Brighton,5.263157894736842,Brentford,True,3
478,Kieran,Trippier,2,5.0,30,699,0,0,4,1,0,2,113.0,230.7,4.0,0.8,15,Newcastle,6.0,Man City,True,2
100,Junior,Kroupi,4,4.6,30,251,4,0,1,1,0,4,142.4,30.1,136.0,5.2,4,Bournemouth,6.521739130434783,West Ham,True,2
187,Kyle,Walker,2,4.4,29,990,0,1,2,3,0,3,189.2,52.4,14.0,4.5,3,Burnley,6.59090909090909,Chelsea,True,4
238,Estêvão,Almeida de Oliveira Gonçalves,3,6.5,29,337,1,3,2,2,0,2,103.0,112.4,166.0,2.2,7,Chelsea,4.461538461538462,Burnley,False,3
124,Jordan,Henderson,3,5.0,29,829,0,2,3,3,0,2,130.6,161.3,15.0,1.8,5,Brentford,5.8,Brighton,False,3
698,Noah,Okafor,3,5.5,29,515,2,1,1,2,0,3,116.8,74.9,121.0,2.0,11,Leeds,5.2727272727272725,Aston Villa,True,3
166,Yasin,Ayari,3,4.9,29,871,1,0,2,0,0,2,130.4,134.3,107.0,2.2,6,Brighton,5.918367346938775,Brentford,True,3
146,Lewis,Dunk,2,4.5,29,990,0,1,2,3,0,0,168.6,23.9,49.0,3.5,6,Brighton,6.444444444444445,Brentford,True,3
191,Maxime,Estève,2,4.0,28,982,0,0,2,0,0,0,217.2,39.0,38.0,3.2,3,Burnley,7.0,Chelsea,True,4
169,Diego,Gómez Amarilla,3,4.9,28,538,2,0,2,2,0,3,168.0,119.0,176.0,5.2,6,Brighton,5.7142857142857135,Brentford,True,3
708,Mateus Gonçalo,Espanha Fernandes,3,5.5,28,642,1,1,1,1,0,2,149.4,167.9,39.0,3.8,19,West Ham,5.090909090909091,Bournemouth,False,4
423,Nico,González Iglesias,3,5.9,28,644,1,0,4,3,0,1,160.2,96.8,38.0,4.2,13,Man City,4.745762711864407,Newcastle,False,2
443,Luke,Shaw,2,4.5,28,933,0,1,2,0,0,0,155.0,45.1,5.0,3.2,14,Man Utd,6.222222222222222,Everton,True,3
318,Calvin,Bassey,2,4.5,28,908,0,0,2,3,0,3,166.8,28.5,13.0,2.5,10,Fulham,6.222222222222222,Sunderland,True,3
293,Jake,O'Brien,2,4.9,28,868,0,0,2,0,0,1,141.0,74.3,48.0,1.2,9,Everton,5.7142857142857135,Man Utd,False,4
342,Jayden,Bogle,2,4.5,28,958,0,1,2,2,0,0,137.4,68.0,77.0,1.2,11,Leeds,6.222222222222222,Aston Villa,True,3
580,Brennan,Johnson,3,6.7,28,467,2,0,3,2,0,2,117.8,68.9,64.0,1.5,18,Spurs,4.17910447761194,Arsenal,False,3
217,Lyle,Foster,4,5.0,28,578,2,1,2,2,0,4,117.2,76.5,84.0,1.8,3,Burnley,5.6,Chelsea,True,4
722,Florentino Ibrain,Morris Luís,3,5.0,28,657,0,1,1,1,0,0,159.6,74.8,31.0,4.0,3,Burnley,5.6,Chelsea,True,4
64,Ollie,Watkins,4,8.5,27,866,1,0,5,0,0,2,70.4,93.6,218.0,1.8,2,Aston Villa,3.176470588235294,Leeds,False,3
233,Josh,Acheampong,2,3.9,27,348,1,0,2,0,0,5,88.4,8.5,60.0,4.0,7,Chelsea,6.923076923076923,Burnley,False,3
330,Sander,Berge,3,4.9,27,958,0,1,2,2,0,0,119.4,111.9,29.0,2.8,10,Fulham,5.5102040816326525,Sunderland,True,3
347,Gabriel,Gudmundsson,2,4.0,27,911,0,0,2,1,0,6,179.4,176.7,55.0,1.0,11,Leeds,6.75,Aston Villa,True,3
332,Saša,Lukić,3,5.0,27,677,1,2,1,5,0,2,125.2,219.7,71.0,2.2,10,Fulham,5.4,Sunderland,True,3
613,Tomáš,Souček,3,5.7,26,422,2,1,1,0,1,3,134.8,18.7,176.0,5.5,19,West Ham,4.56140350877193,Bournemouth,False,4
322,Kenny,Tete,2,4.5,26,720,0,0,2,1,0,0,149.6,69.9,43.0,2.8,10,Fulham,5.777777777777778,Sunderland,True,3
450,Matheus,Santos Carneiro da Cunha,3,7.9,26,683,1,0,1,0,0,1,132.2,148.0,177.0,4.2,14,Man Utd,3.291139240506329,Everton,True,3
273,Adam,Wharton,3,5.0,26,696,0,1,3,1,0,2,93.8,224.8,15.0,1.8,8,Crystal Palace,5.2,Wolves,False,3
552,Noah,Sadiki,3,5.0,26,983,0,0,4,4,0,0,114.8,129.2,23.0,3.0,17,Sunderland,5.2,Fulham,False,4
684,Malick,Thiaw,2,4.9,26,632,0,0,2,1,0,2,147.4,21.0,62.0,1.8,15,Newcastle,5.306122448979592,Man City,True,2
139,Bart,Verbruggen,1,4.4,26,990,0,0,2,0,0,0,218.8,10.0,0.0,3.8,6,Brighton,5.909090909090908,Brentford,True,3
643,André,Trindade da Costa Neto,3,5.3,25,703,0,0,0,3,0,1,95.6,41.8,7.0,2.0,20,Wolves,4.716981132075472,Crystal Palace,True,4
215,Zian,Flemming,4,5.3,25,343,3,0,1,2,0,3,129.8,31.2,105.0,5.2,3,Burnley,4.716981132075472,Chelsea,True,4
474,Fabian,Schär,2,5.4,25,424,0,0,3,0,0,0,112.0,27.0,17.0,0.5,15,Newcastle,4.62962962962963,Man City,True,2
97,Francisco Evanilson,de Lima Barbosa,4,7.0,25,721,1,1,3,1,0,2,59.0,120.4,190.0,0.8,4,Bournemouth,3.571428571428572,West Ham,True,2
525,Chris,Wood,4,7.2,25,538,2,0,1,0,0,3,77.6,49.6,179.0,0.2,16,Nott'm Forest,3.4722222222222223,Liverpool,False,4
337,Raúl,Jiménez Rodríguez,4,6.2,25,449,1,2,1,0,0,1,77.6,49.4,157.0,3.2,10,Fulham,4.032258064516129,Sunderland,True,3
691,Dominic,Calvert-Lewin,4,5.5,25,614,1,1,2,0,0,2,62.8,111.6,197.0,1.8,11,Leeds,4.545454545454546,Aston Villa,True,3
343,Pascal,Struijk,2,4.4,25,728,0,0,2,1,0,2,156.0,31.2,59.0,0.2,11,Leeds,5.681818181818182,Aston Villa,True,3
386,Alexis,Mac Allister,3,6.3,25,637,0,2,2,1,0,0,100.6,137.8,46.0,2.5,12,Liverpool,3.968253968253968,Nott'm Forest,True,2
416,Bernardo,Mota Veiga de Carvalho e Silva,3,6.3,25,640,0,2,3,2,0,0,106.8,178.6,24.0,2.5,13,Man City,3.968253968253968,Newcastle,False,2
636,Santiago,Ignacio Bueno,2,4.4,25,664,1,1,0,2,0,2,190.6,48.2,68.0,2.0,20,Wolves,5.681818181818182,Crystal Palace,True,4
41,Pau,Torres,2,4.3,25,597,0,0,2,0,0,2,126.8,11.5,15.0,4.2,2,Aston Villa,5.813953488372094,Leeds,False,3
586,Lucas,Bergvall,3,5.4,24,409,1,1,2,1,0,0,92.2,41.6,93.0,0.8,18,Spurs,4.444444444444444,Arsenal,False,3
40,Tyrone,Mings,2,4.4,24,497,0,0,2,0,0,1,120.2,44.6,25.0,0.2,2,Aston Villa,5.454545454545454,Leeds,False,3
59,Amadou,Onana,3,4.8,24,485,1,0,3,2,0,1,146.0,35.2,25.0,4.2,2,Aston Villa,5.0,Leeds,False,3
453,Alejandro,Garnacho Ferreyra,3,6.4,24,342,1,2,2,0,0,2,95.4,90.4,147.0,5.2,7,Chelsea,3.75,Burnley,False,3
487,Harvey,Barnes,3,6.3,24,464,1,0,2,0,0,2,69.2,114.4,123.0,3.0,15,Newcastle,3.8095238095238098,Man City,True,2
646,João Victor,Gomes da Silva,3,5.3,24,835,0,0,1,3,0,0,121.0,111.9,35.0,1.5,20,Wolves,4.528301886792453,Crystal Palace,True,4
354,Ethan,Ampadu,3,4.9,24,787,0,0,1,3,0,0,124.2,74.6,21.0,2.2,11,Leeds,4.897959183673469,Aston Villa,True,3
22,Mikel,Merino Zazón,3,5.9,23,413,1,1,2,0,0,0,98.4,74.5,84.0,2.0,1,Arsenal,3.8983050847457625,Spurs,True,1
584,Mathys,Tel,3,6.3,23,246,2,0,1,0,0,2,75.2,10.1,59.0,2.0,18,Spurs,3.6507936507936503,Arsenal,False,3
502,Matz,Sels,1,4.8,23,990,0,0,0,1,0,0,269.6,0.0,0.0,2.0,16,Nott'm Forest,4.791666666666667,Liverpool,False,4
365,Lukas,Nmecha,4,5.0,23,272,2,0,1,0,0,2,85.2,13.7,103.0,2.8,11,Leeds,4.6,Aston Villa,True,3
58,Boubacar,Kamara,3,4.9,23,644,0,2,3,3,0,1,147.8,110.1,31.0,2.0,2,Aston Villa,4.693877551020408,Leeds,False,3
444,Leny,Yoro,2,4.4,23,638,0,1,1,0,0,1,107.4,24.6,24.0,0.8,14,Man Utd,5.227272727272727,Everton,True,3
615,Crysencio,Summerville,3,5.5,23,639,0,3,0,3,0,0,77.8,84.5,100.0,2.2,19,West Ham,4.181818181818182,Bournemouth,False,4
671,Callum,Wilson,4,5.8,22,365,2,0,1,0,0,3,89.6,27.8,165.0,2.8,19,West Ham,3.793103448275862,Bournemouth,False,4
455,Mason,Mount,3,5.9,22,349,1,0,3,0,0,2,64.0,89.6,67.0,1.0,14,Man Utd,3.7288135593220337,Everton,True,3
440,Diogo,Dalot Teixeira,2,4.4,22,592,0,2,1,0,0,0,101.4,128.7,27.0,1.5,14,Man Utd,5.0,Everton,True,3
516,Callum,Hudson-Odoi,3,5.8,22,567,1,0,0,0,0,3,105.0,212.9,105.0,1.0,16,Nott'm Forest,3.793103448275862,Liverpool,False,4
210,Loum,Tchaouna,3,4.9,22,435,1,1,1,1,0,0,58.6,35.0,44.0,2.2,3,Burnley,4.489795918367347,Chelsea,True,4
