id_x,prenom,nom,poste,prix,points,minutes_jouees,buts,passes,clean_sheets,jaunes,rouges,bonus,influence,creativity,threat,forme,id_y,equipe,point_par_million,prochain_adversaire,domicile,points_per_min,ict_calc,poste_1,poste_2,poste_3,poste_4,prix_scaled,points_scaled,minutes_jouees_scaled,buts_scaled,passes_scaled,bonus_scaled,forme_scaled,points_per_min_scaled,ict_calc_scaled
714,Nick,Woltemade,4,7.4,40,613,4,1,4,0,0,6,151.8,64.4,166.0,4.0,15,Newcastle,5.405405405405405,Man City,1,0.06525285481239804,382.20000000000005,False,False,False,True,0.32432432432432434,0.38613861386138615,0.6188068756319515,0.2857142857142857,0.2,0.2608695652173913,0.5161290322580645,0.060088505943958245,0.30822580645161296
67,Đorđe,Petrović,1,4.5,40,990,0,0,4,1,0,1,276.4,0.0,0.0,3.2,4,Bournemouth,8.88888888888889,West Ham,1,0.04040404040404041,276.4,True,False,False,False,0.06306306306306307,0.38613861386138615,1.0,0.0,0.0,0.043478260869565216,0.4301075268817204,0.03510240526815112,0.22290322580645158
20,Leandro,Trossard,3,6.9,40,642,2,2,4,0,0,4,147.0,157.0,174.0,7.0,1,Arsenal,5.797101449275362,Spurs,1,0.06230529595015576,478.0,False,False,True,False,0.2792792792792793,0.38613861386138615,0.6481294236602629,0.14285714285714285,0.4,0.17391304347826086,0.8387096774193548,0.057124662226123474,0.38548387096774195
151,Jan Paul,van Hecke,2,4.4,40,990,1,0,2,3,0,4,320.4,43.3,101.0,4.5,6,Brighton,9.09090909090909,Brentford,1,0.04040404040404041,464.7,False,True,False,False,0.05405405405405409,0.38613861386138615,1.0,0.07142857142857142,0.0,0.17391304347826086,0.5698924731182795,0.03510240526815112,0.37475806451612903
660,Anton,Stach,3,4.9,40,798,1,2,2,1,0,3,159.2,235.3,101.0,1.8,11,Leeds,8.16326530612245,Aston Villa,1,0.05012531328320802,495.5,False,False,True,False,0.09909909909909913,0.38613861386138615,0.8058645096056622,0.07142857142857142,0.4,0.13043478260869565,0.27956989247311825,0.044877386837258885,0.3995967741935484
324,Alex,Iwobi,3,6.5,40,899,1,2,2,2,0,5,176.4,300.3,98.0,2.5,10,Fulham,6.153846153846154,Sunderland,1,0.04449388209121246,574.7,False,False,True,False,0.24324324324324323,0.38613861386138615,0.9079878665318504,0.07142857142857142,0.4,0.21739130434782608,0.3548387096774193,0.03921484276574954,0.4634677419354839
32,Emiliano,Martínez Romero,1,5.0,40,810,0,0,3,1,0,3,179.8,3.0,0.0,6.2,2,Aston Villa,8.0,Leeds,0,0.04938271604938271,182.8,True,False,False,False,0.10810810810810811,0.38613861386138615,0.8179979777553084,0.0,0.0,0.13043478260869565,0.7526881720430108,0.04413068685628538,0.1474193548387097
515,Morgan,Gibbs-White,3,7.3,40,906,2,1,0,0,0,4,154.4,202.3,225.0,5.5,16,Nott'm Forest,5.47945205479452,Liverpool,0,0.04415011037527594,581.7,False,False,True,False,0.31531531531531526,0.38613861386138615,0.9150657229524772,0.14285714285714285,0.2,0.17391304347826086,0.6774193548387096,0.038869171758564754,0.4691129032258065
50,Emiliano,Buendía Stati,3,5.3,39,435,3,2,2,2,0,7,180.6,112.7,111.0,5.5,2,Aston Villa,7.358490566037736,Leeds,0,0.0896551724137931,404.3,False,False,True,False,0.13513513513513511,0.37623762376237624,0.43882709807886755,0.21428571428571427,0.4,0.30434782608695654,0.6774193548387096,0.08462564297961517,0.3260483870967742
661,Hugo,Ekitiké,4,8.6,39,630,3,1,3,0,0,7,155.6,82.8,136.0,1.5,12,Liverpool,4.534883720930233,Nott'm Forest,1,0.06190476190476191,374.4,False,False,False,True,0.43243243243243235,0.37623762376237624,0.6359959555106168,0.21428571428571427,0.2,0.30434782608695654,0.24731182795698922,0.056721915285451195,0.30193548387096775
374,Ibrahima,Konaté,2,5.4,39,922,0,0,3,2,0,3,229.0,73.1,33.0,3.8,12,Liverpool,7.222222222222221,Nott'm Forest,1,0.04229934924078091,335.1,False,True,False,False,0.14414414414414417,0.37623762376237624,0.9312436804853387,0.0,0.0,0.13043478260869565,0.49462365591397844,0.03700818542443163,0.270241935483871
6,William,Saliba,2,6.0,39,724,0,0,5,0,0,1,169.6,34.1,16.0,3.5,1,Arsenal,6.5,Spurs,1,0.05386740331491713,219.7,False,True,False,False,0.1981981981981982,0.37623762376237624,0.731041456016178,0.0,0.0,0.043478260869565216,0.4623655913978494,0.04864015139952993,0.1771774193548387
228,Malo,Gusto,2,4.9,39,549,1,1,4,0,1,3,113.6,105.6,59.0,6.0,7,Chelsea,7.959183673469387,Burnley,0,0.07103825136612021,278.2,False,True,False,False,0.09909909909909913,0.37623762376237624,0.5540950455005056,0.07142857142857142,0.2,0.13043478260869565,0.7311827956989246,0.06590586601455183,0.2243548387096774
83,Dango,Ouattara,3,6.0,39,640,2,2,2,2,0,4,108.6,60.2,250.0,5.0,5,Brentford,6.5,Brighton,0,0.0609375,418.8,False,False,True,False,0.1981981981981982,0.37623762376237624,0.6461071789686552,0.14285714285714285,0.4,0.17391304347826086,0.6236559139784945,0.05574930939226519,0.337741935483871
436,Matthijs,de Ligt,2,5.0,39,990,1,0,1,0,0,5,242.8,44.5,81.0,3.2,14,Man Utd,7.8,Everton,1,0.03939393939393939,368.3,False,True,False,False,0.10810810810810811,0.37623762376237624,1.0,0.07142857142857142,0.0,0.21739130434782608,0.4301075268817204,0.034086723589486015,0.29701612903225805
317,Joachim,Andersen,2,4.5,39,851,0,0,2,0,0,2,232.6,31.3,47.0,2.5,10,Fulham,8.666666666666666,Sunderland,1,0.045828437132784956,310.9,False,True,False,False,0.06306306306306307,0.37623762376237624,0.8594539939332659,0.0,0.0,0.08695652173913043,0.3548387096774193,0.04055677103959592,0.2507258064516129
493,Sean,Longstaff,3,4.9,38,787,1,2,1,1,0,4,215.6,296.2,50.0,2.5,11,Leeds,7.755102040816326,Aston Villa,1,0.048284625158831,561.8,False,False,True,False,0.09909909909909913,0.36633663366336633,0.7947421638018201,0.07142857142857142,0.4,0.17391304347826086,0.3548387096774193,0.04302652916523338,0.4530645161290322
593,Pape Matar,Sarr,3,4.8,37,570,2,2,3,0,0,0,139.6,67.0,77.0,3.2,18,Spurs,7.708333333333334,Arsenal,0,0.06491228070175438,283.6,False,False,True,False,0.09009009009009007,0.3564356435643564,0.5753286147623863,0.14285714285714285,0.4,0.0,0.4301075268817204,0.0597460502083939,0.22870967741935486
220,Robert,Lynch Sánchez,1,4.8,37,904,0,0,5,1,1,1,158.4,20.0,0.0,4.5,7,Chelsea,7.708333333333334,Burnley,0,0.04092920353982301,178.4,True,False,False,False,0.09009009009009007,0.3564356435643564,0.9130434782608695,0.0,0.0,0.043478260869565216,0.5698924731182795,0.035630469857722585,0.1438709677419355
477,Tino,Livramento,2,4.9,37,526,0,1,5,0,0,3,71.4,56.3,16.0,0.0,15,Newcastle,7.551020408163264,Man City,1,0.07034220532319392,143.7,False,True,False,False,0.09909909909909913,0.3564356435643564,0.5308392315470172,0.0,0.2,0.13043478260869565,0.08602150537634408,0.06520597441337732,0.11588709677419354
452,Amad,Diallo,3,6.3,37,753,1,3,2,1,0,5,189.6,204.3,156.0,5.8,14,Man Utd,5.8730158730158735,Everton,1,0.049136786188579015,549.9,False,False,True,False,0.2252252252252252,0.3564356435643564,0.7603640040444893,0.07142857142857142,0.6,0.21739130434782608,0.7096774193548386,0.04388339826696895,0.44346774193548383
666,Viktor,Gyökeres,4,8.9,37,801,4,0,5,1,0,4,158.6,106.9,312.0,2.8,1,Arsenal,4.157303370786517,Spurs,1,0.046192259675405745,577.5,False,False,False,True,0.45945945945945943,0.3564356435643564,0.8088978766430738,0.2857142857142857,0.0,0.17391304347826086,0.3870967741935483,0.04092260365151296,0.4657258064516129
85,Tyler,Adams,3,5.0,37,953,1,1,4,4,0,1,203.8,61.0,88.0,4.8,4,Bournemouth,7.4,West Ham,1,0.03882476390346275,352.8,False,False,True,False,0.10810810810810811,0.3564356435643564,0.9625884732052579,0.07142857142857142,0.2,0.043478260869565216,0.6021505376344085,0.03351440348303989,0.2845161290322581
489,Jacob,Murphy,3,6.1,36,566,2,1,4,0,0,2,141.8,110.3,223.0,4.8,15,Newcastle,5.901639344262295,Man City,1,0.0636042402826855,475.1,False,False,True,False,0.20720720720720717,0.3465346534653465,0.5712841253791708,0.14285714285714285,0.2,0.08695652173913043,0.6021505376344085,0.058430783046678245,0.3831451612903226
90,Alex,Scott,3,5.0,36,727,1,1,4,1,0,2,136.6,111.4,52.0,3.0,4,Bournemouth,7.2,West Ham,1,0.04951856946354883,300.0,False,False,True,False,0.10810810810810811,0.3465346534653465,0.7340748230535895,0.07142857142857142,0.2,0.08695652173913043,0.4086021505376344,0.04426729084180048,0.24193548387096775
192,Quilindschy,Hartman,2,4.0,36,977,0,4,2,1,0,0,242.4,176.3,36.0,3.8,3,Burnley,9.0,Chelsea,1,0.0368474923234391,454.70000000000005,False,True,False,False,0.018018018018018032,0.3465346534653465,0.9868554095045501,0.0,0.8,0.0,0.49462365591397844,0.03152620775064042,0.36669354838709683
173,Mats,Wieffer,3,4.9,36,639,0,3,2,3,0,2,166.6,110.8,57.0,6.0,6,Brighton,7.346938775510203,Brentford,1,0.056338028169014086,334.4,False,False,True,False,0.09909909909909913,0.3465346534653465,0.6450960566228514,0.0,0.6,0.08695652173913043,0.7311827956989246,0.051124426114699244,0.2696774193548387
47,Morgan,Rogers,3,6.8,35,976,1,2,4,2,0,0,143.4,154.4,152.0,3.2,2,Aston Villa,5.147058823529412,Leeds,0,0.035860655737704916,449.8,False,False,True,False,0.27027027027027023,0.33663366336633666,0.9858442871587462,0.07142857142857142,0.4,0.0,0.4301075268817204,0.030533919029073448,0.36274193548387096
242,Kiernan,Dewsbury-Hall,3,4.9,35,885,1,2,3,5,0,4,144.6,271.1,86.0,3.8,9,Everton,7.142857142857142,Man Utd,0,0.03954802259887006,501.70000000000005,False,False,True,False,0.09909909909909913,0.33663366336633666,0.8938321536905965,0.07142857142857142,0.4,0.17391304347826086,0.49462365591397844,0.034241658082841714,0.40459677419354845
585,Rodrigo,Bentancur,3,5.3,35,655,1,1,2,1,0,3,144.6,78.4,57.0,5.2,18,Spurs,6.60377358490566,Arsenal,0,0.05343511450381679,280.0,False,False,True,False,0.13513513513513511,0.33663366336633666,0.6612740141557129,0.07142857142857142,0.2,0.13043478260869565,0.6451612903225806,0.048205474252456665,0.22580645161290322
470,Martin,Dúbravka,1,4.0,35,990,0,0,2,0,0,2,344.4,0.0,0.0,3.8,3,Burnley,8.75,Chelsea,1,0.03535353535353535,344.4,True,False,False,False,0.018018018018018032,0.33663366336633666,1.0,0.0,0.0,0.08695652173913043,0.49462365591397844,0.0300239968748256,0.27774193548387094
648,Marshall,Munetsi,3,5.4,35,802,1,2,0,2,0,1,159.4,59.6,169.0,4.0,20,Wolves,6.481481481481481,Crystal Palace,1,0.043640897755610975,388.0,False,False,True,False,0.14414414414414417,0.33663366336633666,0.8099089989888777,0.07142857142857142,0.4,0.043478260869565216,0.5161290322580645,0.03835714580950938,0.31290322580645163
329,Harry,Wilson,3,5.2,34,652,2,1,2,1,0,4,131.6,129.3,135.0,3.2,10,Fulham,6.538461538461538,Sunderland,1,0.05214723926380368,395.9,False,False,True,False,0.12612612612612614,0.32673267326732675,0.6582406471183013,0.14285714285714285,0.2,0.17391304347826086,0.4301075268817204,0.046910483679625796,0.3192741935483871
110,Michael,Kayode,2,4.5,34,952,0,1,2,1,0,5,193.4,202.9,21.0,3.8,5,Brentford,7.555555555555555,Brighton,0,0.03571428571428571,417.3,False,True,False,False,0.06306306306306307,0.32673267326732675,0.961577350859454,0.0,0.2,0.21739130434782608,0.49462365591397844,0.030386740331491708,0.33653225806451614
569,Cristian,Romero,2,5.0,34,747,0,1,3,4,0,3,178.0,30.2,73.0,0.5,18,Spurs,6.8,Arsenal,0,0.04551539491298527,281.2,False,True,False,False,0.10810810810810811,0.32673267326732675,0.7542972699696663,0.0,0.2,0.13043478260869565,0.13978494623655913,0.04024199930476972,0.2267741935483871
547,Enzo,Le Fée,3,4.9,34,692,1,1,2,1,0,3,160.0,147.9,49.0,3.5,17,Sunderland,6.938775510204081,Fulham,0,0.049132947976878616,356.9,False,False,True,False,0.09909909909909913,0.32673267326732675,0.698685540950455,0.07142857142857142,0.2,0.13043478260869565,0.4623655913978494,0.043879538849679045,0.28782258064516125
113,Sepp,van den Berg,2,4.5,34,990,0,0,2,0,0,0,224.6,16.1,148.0,3.5,5,Brentford,7.555555555555555,Brighton,0,0.03434343434343434,388.7,False,True,False,False,0.06306306306306307,0.32673267326732675,1.0,0.0,0.0,0.0,0.4623655913978494,0.029008315196160497,0.3134677419354839
553,Chemsdine,Talbi,3,5.0,34,587,1,2,4,0,0,2,83.6,90.7,78.0,3.5,17,Sunderland,6.8,Fulham,0,0.05792163543441227,252.3,False,False,True,False,0.10810810810810811,0.32673267326732675,0.5925176946410515,0.07142857142857142,0.4,0.08695652173913043,0.4623655913978494,0.052716782591508464,0.2034677419354839
403,Joško,Gvardiol,2,5.8,34,609,0,1,3,0,0,3,133.0,47.4,33.0,2.5,13,Man City,5.862068965517242,Newcastle,0,0.05582922824302135,213.4,False,True,False,False,0.18018018018018014,0.32673267326732675,0.6147623862487361,0.0,0.2,0.13043478260869565,0.3548387096774193,0.05061281513939163,0.17209677419354838
314,Bernd,Leno,1,5.0,34,990,0,0,2,1,0,2,265.4,0.0,0.0,3.5,10,Fulham,6.8,Sunderland,1,0.03434343434343434,265.4,True,False,False,False,0.10810810810810811,0.32673267326732675,1.0,0.0,0.0,0.08695652173913043,0.4623655913978494,0.029008315196160497,0.21403225806451612
427,Tijjani,Reijnders,3,5.5,34,757,1,2,3,2,0,2,139.4,164.2,163.0,0.8,13,Man City,6.181818181818182,Newcastle,0,0.04491413474240423,466.6,False,False,True,False,0.15315315315315314,0.32673267326732675,0.7644084934277048,0.07142857142857142,0.4,0.08695652173913043,0.17204301075268816,0.0396374172547932,0.37629032258064515
442,Harry,Maguire,2,4.4,33,341,1,1,2,0,0,3,86.8,16.3,40.0,4.2,14,Man Utd,7.499999999999999,Everton,1,0.0967741935483871,143.1,False,True,False,False,0.05405405405405409,0.31683168316831684,0.3437815975733064,0.07142857142857142,0.2,0.13043478260869565,0.5376344086021505,0.09178399572268758,0.11540322580645161
129,Yehor,Yarmoliuk,3,5.0,33,868,0,1,2,1,0,0,141.2,101.4,43.0,2.5,5,Brentford,6.6,Brighton,0,0.038018433179723504,285.6,False,False,True,False,0.10810810810810811,0.31683168316831684,0.8766430738119313,0.0,0.2,0.0,0.3548387096774193,0.03270361789342363,0.2303225806451613
121,Mikkel,Damsgaard,3,5.8,33,715,1,1,2,0,0,3,161.4,239.4,86.0,3.5,5,Brentford,5.689655172413794,Brighton,0,0.046153846153846156,486.8,False,False,True,False,0.18018018018018014,0.31683168316831684,0.7219413549039434,0.07142857142857142,0.2,0.13043478260869565,0.4623655913978494,0.04088397790055249,0.3925806451612903
38,Ezri,Konsa Ngoyo,2,4.4,33,875,0,0,4,0,1,0,178.2,27.4,33.0,4.2,2,Aston Villa,7.499999999999999,Leeds,0,0.037714285714285714,238.6,False,True,False,False,0.05405405405405409,0.31683168316831684,0.8837209302325582,0.0,0.0,0.0,0.5376344086021505,0.032397790055248614,0.19241935483870967
491,Sandro,Tonali,3,5.4,32,869,0,1,5,0,0,1,154.8,220.8,92.0,2.2,15,Newcastle,5.925925925925926,Man City,1,0.03682393555811277,467.6,False,False,True,False,0.14414414414414417,0.3069306930693069,0.8776541961577351,0.0,0.2,0.043478260869565216,0.3225806451612903,0.03150252083743936,0.3770967741935484
106,Nathan,Collins,2,4.9,32,990,0,0,2,4,0,2,231.0,36.0,114.0,3.5,5,Brentford,6.530612244897958,Brighton,0,0.03232323232323232,381.0,False,True,False,False,0.09909909909909913,0.3069306930693069,1.0,0.0,0.0,0.08695652173913043,0.4623655913978494,0.02697695183883029,0.307258064516129
101,Caoimhín,Kelleher,1,4.5,32,990,0,0,2,1,0,0,211.2,10.0,0.0,2.8,5,Brentford,7.111111111111111,Brighton,0,0.03232323232323232,221.2,True,False,False,False,0.06306306306306307,0.3069306930693069,1.0,0.0,0.0,0.0,0.3870967741935483,0.02697695183883029,0.17838709677419354
676,Lesley,Ugochukwu,3,5.0,32,588,2,1,2,0,1,3,129.2,31.4,90.0,4.8,3,Burnley,6.4,Chelsea,1,0.05442176870748299,250.6,False,False,True,False,0.10810810810810811,0.3069306930693069,0.5935288169868554,0.14285714285714285,0.2,0.13043478260869565,0.6021505376344085,0.04919757958431991,0.20209677419354838
669,Dan,Ndoye,3,5.7,32,755,1,2,0,1,0,4,116.4,121.2,106.0,2.0,16,Nott'm Forest,5.614035087719298,Liverpool,0,0.0423841059602649,343.6,False,False,True,False,0.17117117117117117,0.3069306930693069,0.7623862487360971,0.07142857142857142,0.4,0.17391304347826086,0.30107526881720426,0.03709341041308404,0.2770967741935484
53,Donyell,Malen,3,5.1,32,332,3,0,0,0,0,3,113.6,47.2,126.0,2.5,2,Aston Villa,6.274509803921569,Leeds,0,0.0963855421686747,286.8,False,False,True,False,0.11711711711711709,0.3069306930693069,0.3346814964610718,0.21428571428571427,0.0,0.13043478260869565,0.3548387096774193,0.0913931970977834,0.23129032258064516
271,Daichi,Kamada,3,5.0,32,758,0,2,4,0,0,0,80.8,111.7,58.0,3.0,8,Crystal Palace,6.4,Wolves,0,0.04221635883905013,250.5,False,False,True,False,0.10810810810810811,0.3069306930693069,0.7654196157735086,0.0,0.4,0.0,0.4086021505376344,0.03692473651219405,0.20201612903225807
573,Djed,Spence,2,4.5,31,758,0,0,4,2,0,0,92.0,56.5,34.0,2.5,18,Spurs,6.888888888888889,Arsenal,0,0.040897097625329816,182.5,False,True,False,False,0.06306306306306307,0.297029702970297,0.7654196157735086,0.0,0.0,0.0,0.3548387096774193,0.03559818656248633,0.14717741935483872
681,Benjamin,Sesko,4,7.3,31,616,2,1,1,1,0,5,122.6,97.8,221.0,2.0,14,Man Utd,4.2465753424657535,Everton,1,0.05032467532467533,441.4,False,False,False,True,0.31531531531531526,0.297029702970297,0.621840242669363,0.14285714285714285,0.2,0.21739130434782608,0.30107526881720426,0.04507785032646911,0.35596774193548386
414,Phil,Foden,3,8.0,31,711,1,1,5,3,0,2,141.6,352.1,103.0,2.8,13,Man City,3.875,Newcastle,0,0.04360056258790436,596.7,False,False,True,False,0.37837837837837834,0.297029702970297,0.717896865520728,0.07142857142857142,0.2,0.08695652173913043,0.3870967741935483,0.038316587795572336,0.4812096774193549
475,Sven,Botman,2,4.9,31,642,0,0,3,0,0,4,159.4,35.0,43.0,1.2,15,Newcastle,6.326530612244897,Man City,1,0.048286604361370715,237.4,False,True,False,False,0.09909909909909913,0.297029702970297,0.6481294236602629,0.0,0.0,0.17391304347826086,0.2150537634408602,0.04302851930259376,0.19145161290322582
736,Gianluigi,Donnarumma,1,5.7,31,720,0,0,4,2,0,0,100.4,0.0,0.0,4.0,13,Man City,5.43859649122807,Newcastle,0,0.043055555555555555,100.4,True,False,False,False,0.17117117117117117,0.297029702970297,0.7269969666329625,0.0,0.0,0.0,0.5161290322580645,0.03776856967464702,0.08096774193548388
603,El Hadji Malick,Diouf,2,4.3,31,945,0,4,1,1,0,1,205.4,137.0,43.0,1.2,19,West Ham,7.209302325581396,Bournemouth,0,0.0328042328042328,385.4,False,True,False,False,0.045045045045045036,0.297029702970297,0.9544994944388271,0.0,0.8,0.043478260869565216,0.2150537634408602,0.027460609781051765,0.3108064516129032
685,Bafodé,Diakité,2,4.5,30,720,0,0,3,1,0,2,161.4,38.3,12.0,1.0,4,Bournemouth,6.666666666666667,West Ham,1,0.041666666666666664,211.7,False,True,False,False,0.06306306306306307,0.2871287128712871,0.7269969666329625,0.0,0.0,0.08695652173913043,0.1935483870967742,0.0363720073664825,0.1707258064516129
54,John,McGinn,3,5.4,30,837,1,0,5,1,0,0,135.6,208.8,68.0,2.2,2,Aston Villa,5.555555555555555,Leeds,0,0.035842293906810034,412.4,False,False,True,False,0.14414414414414417,0.2871287128712871,0.8452982810920121,0.07142857142857142,0.0,0.0,0.3225806451612903,0.030515455751599037,0.3325806451612903
158,Georginio,Rutter,3,5.7,30,678,0,3,4,2,0,1,97.6,112.4,101.0,3.5,6,Brighton,5.263157894736842,Brentford,1,0.04424778761061947,311.0,False,False,True,False,0.17117117117117117,0.2871287128712871,0.6845298281092013,0.0,0.6,0.043478260869565216,0.4623655913978494,0.03896738864714223,0.2508064516129032
478,Kieran,Trippier,2,5.0,30,699,0,0,4,1,0,2,113.0,230.7,4.0,0.8,15,Newcastle,6.0,Man City,1,0.04291845493562232,347.7,False,True,False,False,0.10810810810810811,0.2871287128712871,0.7057633973710818,0.0,0.0,0.08695652173913043,0.17204301075268816,0.0376307115927252,0.2804032258064516
100,Junior,Kroupi,4,4.6,30,251,4,0,1,1,0,4,142.4,30.1,136.0,5.2,4,Bournemouth,6.521739130434783,West Ham,1,0.11952191235059761,308.5,False,False,False,True,0.07207207207207204,0.2871287128712871,0.2527805864509606,0.2857142857142857,0.0,0.17391304347826086,0.6451612903225806,0.1146573925293302,0.24879032258064515
187,Kyle,Walker,2,4.4,29,990,0,1,2,3,0,3,189.2,52.4,14.0,4.5,3,Burnley,6.59090909090909,Chelsea,1,0.029292929292929294,255.6,False,True,False,False,0.05405405405405409,0.27722772277227725,1.0,0.0,0.2,0.13043478260869565,0.5698924731182795,0.02392990680283498,0.2061290322580645
238,Estêvão,Almeida de Oliveira Gonçalves,3,6.5,29,337,1,3,2,2,0,2,103.0,112.4,166.0,2.2,7,Chelsea,4.461538461538462,Burnley,0,0.08605341246290801,381.4,False,False,True,False,0.24324324324324323,0.27722772277227725,0.339737108190091,0.07142857142857142,0.6,0.08695652173913043,0.3225806451612903,0.0810039838024821,0.3075806451612903
124,Jordan,Henderson,3,5.0,29,829,0,2,3,3,0,2,130.6,161.3,15.0,1.8,5,Brentford,5.8,Brighton,0,0.03498190591073583,306.9,False,False,True,False,0.10810810810810811,0.27722772277227725,0.8372093023255814,0.0,0.4,0.08695652173913043,0.27956989247311825,0.029650314230684642,0.24749999999999997
698,Noah,Okafor,3,5.5,29,515,2,1,1,2,0,3,116.8,74.9,121.0,2.0,11,Leeds,5.2727272727272725,Aston Villa,1,0.05631067961165048,312.7,False,False,True,False,0.15315315315315314,0.27722772277227725,0.5197168857431749,0.14285714285714285,0.2,0.13043478260869565,0.30107526881720426,0.05109692646033363,0.2521774193548387
166,Yasin,Ayari,3,4.9,29,871,1,0,2,0,0,2,130.4,134.3,107.0,2.2,6,Brighton,5.918367346938775,Brentford,1,0.03329506314580941,371.70000000000005,False,False,True,False,0.09909909909909913,0.27722772277227725,0.8796764408493428,0.07142857142857142,0.0,0.08695652173913043,0.3225806451612903,0.02795415189247134,0.2997580645161291
146,Lewis,Dunk,2,4.5,29,990,0,1,2,3,0,0,168.6,23.9,49.0,3.5,6,Brighton,6.444444444444445,Brentford,1,0.029292929292929294,241.5,False,True,False,False,0.06306306306306307,0.27722772277227725,1.0,0.0,0.2,0.0,0.4623655913978494,0.02392990680283498,0.19475806451612904
191,Maxime,Estève,2,4.0,28,982,0,0,2,0,0,0,217.2,39.0,38.0,3.2,3,Burnley,7.0,Chelsea,1,0.028513238289205704,294.2,False,True,False,False,0.018018018018018032,0.26732673267326734,0.9919110212335692,0.0,0.0,0.0,0.4301075268817204,0.023145908114007945,0.23725806451612902
169,Diego,Gómez Amarilla,3,4.9,28,538,2,0,2,2,0,3,168.0,119.0,176.0,5.2,6,Brighton,5.7142857142857135,Brentford,1,0.05204460966542751,463.0,False,False,True,False,0.09909909909909913,0.26732673267326734,0.5429726996966633,0.14285714285714285,0.0,0.13043478260869565,0.6451612903225806,0.04680728706689396,0.37338709677419357
708,Mateus Gonçalo,Espanha Fernandes,3,5.5,28,642,1,1,1,1,0,2,149.4,167.9,39.0,3.8,19,West Ham,5.090909090909091,Bournemouth,0,0.04361370716510903,356.3,False,False,True,False,0.15315315315315314,0.26732673267326734,0.6481294236602629,0.07142857142857142,0.2,0.08695652173913043,0.49462365591397844,0.03832980499475051,0.28733870967741937
423,Nico,González Iglesias,3,5.9,28,644,1,0,4,3,0,1,160.2,96.8,38.0,4.2,13,Man City,4.745762711864407,Newcastle,0,0.043478260869565216,295.0,False,False,True,False,0.1891891891891892,0.26732673267326734,0.6501516683518705,0.07142857142857142,0.0,0.043478260869565216,0.5376344086021505,0.03819361037713187,0.23790322580645162
443,Luke,Shaw,2,4.5,28,933,0,1,2,0,0,0,155.0,45.1,5.0,3.2,14,Man Utd,6.222222222222222,Everton,1,0.030010718113612004,205.1,False,True,False,False,0.06306306306306307,0.26732673267326734,0.942366026289181,0.0,0.2,0.0,0.4301075268817204,0.02465166130760986,0.16540322580645161
318,Calvin,Bassey,2,4.5,28,908,0,0,2,3,0,3,166.8,28.5,13.0,2.5,10,Fulham,6.222222222222222,Sunderland,1,0.030837004405286344,208.3,False,True,False,False,0.06306306306306307,0.26732673267326734,0.917087967644085,0.0,0.0,0.13043478260869565,0.3548387096774193,0.025482512716917757,0.16798387096774195
293,Jake,O'Brien,2,4.9,28,868,0,0,2,0,0,1,141.0,74.3,48.0,1.2,9,Everton,5.7142857142857135,Man Utd,0,0.03225806451612903,263.3,False,True,False,False,0.09909909909909913,0.26732673267326734,0.8766430738119313,0.0,0.0,0.043478260869565216,0.2150537634408602,0.026911423988593832,0.21233870967741936
342,Jayden,Bogle,2,4.5,28,958,0,1,2,2,0,0,137.4,68.0,77.0,1.2,11,Leeds,6.222222222222222,Aston Villa,1,0.029227557411273485,282.4,False,True,False,False,0.06306306306306307,0.26732673267326734,0.967644084934277,0.0,0.2,0.0,0.2150537634408602,0.02386417375056229,0.22774193548387095
580,Brennan,Johnson,3,6.7,28,467,2,0,3,2,0,2,117.8,68.9,64.0,1.5,18,Spurs,4.17910447761194,Arsenal,0,0.059957173447537475,250.7,False,False,True,False,0.26126126126126126,0.26732673267326734,0.4711830131445905,0.14285714285714285,0.0,0.08695652173913043,0.24731182795698922,0.05476356667100453,0.2021774193548387
217,Lyle,Foster,4,5.0,28,578,2,1,2,2,0,4,117.2,76.5,84.0,1.8,3,Burnley,5.6,Chelsea,1,0.04844290657439446,277.7,False,False,False,True,0.10810810810810811,0.26732673267326734,0.583417593528817,0.14285714285714285,0.2,0.17391304347826086,0.27956989247311825,0.04318568506375576,0.2239516129032258
722,Florentino Ibrain,Morris Luís,3,5.0,28,657,0,1,1,1,0,0,159.6,74.8,31.0,4.0,3,Burnley,5.6,Chelsea,1,0.0426179604261796,265.4,False,False,True,False,0.10810810810810811,0.26732673267326734,0.6632962588473206,0.0,0.2,0.0,0.5161290322580645,0.03732855689262258,0.21403225806451612
64,Ollie,Watkins,4,8.5,27,866,1,0,5,0,0,2,70.4,93.6,218.0,1.8,2,Aston Villa,3.176470588235294,Leeds,0,0.03117782909930716,382.0,False,False,False,True,0.4234234234234234,0.25742574257425743,0.8746208291203236,0.07142857142857142,0.0,0.08695652173913043,0.27956989247311825,0.025825220420297806,0.30806451612903224
233,Josh,Acheampong,2,3.9,27,348,1,0,2,0,0,5,88.4,8.5,60.0,4.0,7,Chelsea,6.923076923076923,Burnley,0,0.07758620689655173,156.9,False,True,False,False,0.009009009009009016,0.25742574257425743,0.35085945399393326,0.07142857142857142,0.0,0.21739130434782608,0.5161290322580645,0.07248999809487522,0.12653225806451612
330,Sander,Berge,3,4.9,27,958,0,1,2,2,0,0,119.4,111.9,29.0,2.8,10,Fulham,5.5102040816326525,Sunderland,1,0.028183716075156576,260.3,False,False,True,False,0.09909909909909913,0.25742574257425743,0.967644084934277,0.0,0.2,0.0,0.3870967741935483,0.022814565335240313,0.2099193548387097
