id_x,prenom,nom,poste,prix,points,minutes_jouees,buts,passes,clean_sheets,jaunes,rouges,bonus,influence,creativity,threat,forme,id_y,equipe,point_par_million,prochain_adversaire,domicile,points_per_min,ict_calc,poste_1,poste_2,poste_3,poste_4,prix_scaled,points_scaled,minutes_jouees_scaled,buts_scaled,passes_scaled,bonus_scaled,forme_scaled,points_per_min_scaled,ict_calc_scaled
348,Joe,Rodon,2,4.1,46,990,2,0,2,0,0,5,298.0,30.6,126.0,4.0,11,Leeds,11.219512195121952,Aston Villa,1,0.046464646464646465,454.6,False,True,False,False,0.027027027027027008,0.44554455445544555,1.0,0.14285714285714285,0.0,0.21739130434782608,0.5161290322580645,0.04119649534014175,0.3666129032258065
384,Cody,Gakpo,3,7.5,46,829,3,2,3,0,0,2,195.8,293.1,273.0,3.2,12,Liverpool,6.133333333333334,Nott'm Forest,1,0.05548854041013269,761.9000000000001,False,False,True,False,0.3333333333333333,0.44554455445544555,0.8372093023255814,0.21428571428571427,0.4,0.08695652173913043,0.4301075268817204,0.05027024505328259,0.6144354838709678
624,Jarrod,Bowen,4,7.7,46,990,3,1,1,0,0,9,224.6,196.3,274.0,2.8,19,West Ham,5.974025974025974,Bournemouth,0,0.046464646464646465,694.9,False,False,False,True,0.3513513513513513,0.44554455445544555,1.0,0.21428571428571427,0.2,0.391304347826087,0.3870967741935483,0.04119649534014175,0.5604032258064516
253,Dean,Henderson,1,5.0,45,990,0,0,5,1,0,2,214.4,10.0,0.0,4.5,8,Crystal Palace,9.0,Wolves,0,0.045454545454545456,224.4,True,False,False,False,0.10810810810810811,0.43564356435643564,1.0,0.0,0.0,0.08695652173913043,0.5698924731182795,0.04018081366147665,0.18096774193548387
407,Matheus,Nunes,2,5.3,45,693,1,2,3,1,0,4,178.4,87.9,26.0,6.0,13,Man City,8.49056603773585,Newcastle,0,0.06493506493506493,292.3,False,True,False,False,0.13513513513513511,0.43564356435643564,0.6996966632962589,0.07142857142857142,0.4,0.17391304347826086,0.7311827956989246,0.0597689603214465,0.23572580645161292
74,Adrien,Truffert,2,4.5,45,962,0,1,4,2,0,6,207.8,156.6,31.0,3.2,4,Bournemouth,10.0,West Ham,1,0.04677754677754678,395.4,False,True,False,False,0.06306306306306307,0.43564356435643564,0.9716885743174924,0.0,0.2,0.2608695652173913,0.4301075268817204,0.041511124384052564,0.31887096774193546
612,Lucas,Tolentino Coelho de Lima,3,5.9,45,959,3,1,1,5,0,5,263.0,248.9,135.0,4.0,19,West Ham,7.627118644067796,Bournemouth,0,0.04692387904066736,646.9,False,False,True,False,0.1891891891891892,0.43564356435643564,0.9686552072800809,0.21428571428571427,0.2,0.21739130434782608,0.5161290322580645,0.04165826511271525,0.5216935483870968
408,Rúben,dos Santos Gato Alves Dias,2,5.5,45,905,0,0,5,0,0,1,210.6,34.9,14.0,4.5,13,Man City,8.181818181818182,Newcastle,0,0.049723756906077346,259.5,False,True,False,False,0.15315315315315314,0.43564356435643564,0.9140546006066734,0.0,0.0,0.043478260869565216,0.5698924731182795,0.04447361191660816,0.20927419354838708
582,Mohammed,Kudus,3,6.5,45,875,1,5,4,3,0,4,206.4,264.1,192.0,1.5,18,Spurs,6.923076923076923,Arsenal,0,0.05142857142857143,662.5,False,False,True,False,0.24324324324324323,0.43564356435643564,0.8837209302325582,0.07142857142857142,1.0,0.17391304347826086,0.24731182795698922,0.0461878453038674,0.5342741935483871
16,Bukayo,Saka,3,10.1,45,681,3,0,5,0,0,5,194.2,257.3,229.0,6.2,1,Arsenal,4.455445544554456,Spurs,1,0.06607929515418502,680.5,False,False,True,False,0.5675675675675674,0.43564356435643564,0.6875631951466128,0.21428571428571427,0.0,0.21739130434782608,0.7526881720430108,0.06091951225448439,0.5487903225806452
